id,title,labels,fold
14593371,[Electrophysiological experimental study of a novel class III antiarrhythmic drug RG-2].,"Animals	Anti-Arrhythmia Agents	Arrhythmias, Cardiac	Dogs	Electrophysiologic Techniques, Cardiac	Heart	Heart Conduction System	In Vitro Techniques	Models, Animal	Rabbits",10
20121870,Infants' individuation of agents and inert objects.,Child Development	Comprehension	Concept Formation	Female	Humans	Infant	Infant Behavior	Male	Photic Stimulation,10
17531001,Quantitative longitudinal analysis of T cell receptor repertoire expression in HIV-infected patients on antiretroviral and interleukin-2 therapy.,"Antiretroviral Therapy, Highly Active	CD4-CD8 Ratio	CD4-Positive T-Lymphocytes	CD8-Positive T-Lymphocytes	Gene Expression	Genes, T-Cell Receptor beta	HIV Infections	Humans	Interleukin-2	Polymerase Chain Reaction",10
19522239,[Surveillance of hospital acquired pneumonia in Polish hospitals].,"Cross Infection	Gram-Negative Bacteria	Gram-Positive Bacteria	Hospitals, Public	Humans	Incidence	Infection Control	Intensive Care Units	Medical Records	Pneumonia	Pneumonia, Ventilator-Associated	Poland	Primary Prevention	Retrospective Studies",10
2267889,IgG from cows with parturient paresis changes the thermodynamic behaviour of bovine erythrocyte acetylcholinesterase.,Acetylcholinesterase	Animals	Cattle	Cattle Diseases	Erythrocytes	Female	Immunoglobulin G	Parturient Paresis	Pregnancy,10
6146683,The effects of binder film characteristics on granule and tablet properties.,"Humidity	Tablets	Technology, Pharmaceutical	Tensile Strength",10
11015382,"Evaluation of amplified fragment length polymorphism analysis for inter- and intraspecific differentiation of Mycobacterium bovis, M. tuberculosis, and M. ulcerans.","DNA Fingerprinting	DNA, Bacterial	Deoxyribonucleases, Type II Site-Specific	Electrophoresis, Polyacrylamide Gel	Humans	Mycobacterium bovis	Mycobacterium tuberculosis	Mycobacterium ulcerans	Phylogeny	Polymerase Chain Reaction	Polymorphism, Genetic	Restriction Mapping	Species Specificity",10
3402973,Desmoplastic reaction of gastric carcinoma: a light- and electron-microscopic immunohistochemical analysis using collagen type-specific antibodies.,"Animals	Antibodies	Antibody Specificity	Carcinoma	Collagen	Enzyme-Linked Immunosorbent Assay	Humans	Immunohistochemistry	Microscopy, Electron	Rats	Rats, Inbred Strains	Stomach Neoplasms",10
7881036,Intrastriatal 3-nitropropionic acid: a behavioral assessment.,"Animals	Atrophy	Avoidance Learning	Behavior, Animal	Brain	Corpus Striatum	Dose-Response Relationship, Drug	Injections	Male	Motor Activity	Neurotoxins	Nitro Compounds	Propionates	Rats",10
14897999,The in vitro preparation and histochemical properties of substances resembling ceroid.,"Animals	Antioxidants	Ceroid	In Vitro Techniques	Lipofuscin	Liver Cirrhosis	Pigments, Biological	Rats",5
21376032,An anticancer agent icaritin induces sustained activation of the extracellular signal-regulated kinase (ERK) pathway and inhibits growth of breast cancer cells.,"Antineoplastic Agents	Apoptosis	Breast Neoplasms	Cell Division	Cell Line, Tumor	Cell Proliferation	Enzyme Activation	Extracellular Signal-Regulated MAP Kinases	Flavonoids	G2 Phase	Humans	Neoplastic Stem Cells	Signal Transduction",10
3027998,"[Interaction of sex steroids, prostaglandins (6-keto-PGF1 alpha, PGF2 alpha) and beta adrenergic agonists (adrenaline, fenoterol-Partusisten) in the human non-pregnant myometrium in vitro].","6-Ketoprostaglandin F1 alpha	Adult	Dinoprost	Dose-Response Relationship, Drug	Drug Interactions	Epinephrine	Estrogens, Conjugated (USP)	Female	Fenoterol	Humans	Menstrual Cycle	Prostaglandins F	Uterine Contraction",10
22210034,Determination of alendronate in low volumes of plasma by column-switching high-performance liquid chromatography method and its application to pharmacokinetic studies in human plasma.,"Alendronate	Chemistry, Pharmaceutical	Chromatography, High Pressure Liquid	Humans	Reproducibility of Results",10
3326874,"Intranasal chalcone, Ro 09-0410, as prophylaxis against rhinovirus infection in human volunteers.","Administration, Intranasal	Antiviral Agents	Chalcone	Chalcones	Clinical Trials as Topic	Common Cold	Double-Blind Method	Female	Humans	Male	Propiophenones",10
25406839,Contract Research Organizations (CROs) in China: integrating Chinese research and development capabilities for global drug innovation.,China	Contract Services	Drug Discovery	Drug Industry	Humans	Internationality,0
9509985,Melatonin and the pineal gland: influence on mammalian seasonal and circadian physiology.,"Animals	Circadian Rhythm	Humans	Light	Mammals	Melatonin	Pineal Gland	Receptors, Cell Surface	Receptors, Cytoplasmic and Nuclear	Receptors, Melatonin	Reproduction	Seasons	Secretory Rate",10
6579549,Biological significance of carbohydrate chains on monoclonal antibodies.,"Animals	Antibodies, Monoclonal	Antibody-Dependent Cell Cytotoxicity	Antigen-Antibody Complex	Binding Sites, Antibody	Complement Activation	Glycoproteins	Kinetics	Mice	Receptors, Fc	Staphylococcal Protein A	Structure-Activity Relationship	Tunicamycin",10
10443225,[Structural and functional changes of bone marrow stroma in chronic lymphocytic leukemia].,"Aged	Aged, 80 and over	Bone Marrow	Humans	Leukemia, Lymphocytic, Chronic, B-Cell	Middle Aged",10
21174765,[Research on X-ray diffraction fingerprints of crude and processed pyritum].,Dermatoglyphics	Materia Medica	Quality Control	Research	X-Ray Diffraction	X-Rays,10
12906318,Importance of vascular endothelial growth factor A in the progression of experimental neuroblastoma.,"Angiogenesis Inhibitors	Animals	Cell Division	Endothelial Growth Factors	Female	Humans	Indoles	Male	Mice	Mice, Nude	Neoplasms, Experimental	Neuroblastoma	Protein-Tyrosine Kinases	Pyrroles	Transplantation, Heterologous	Tumor Cells, Cultured	Vascular Endothelial Growth Factor A",10
24629489,KRAS mutational analysis in ductal adenocarcinoma of the pancreas and its clinical significance.,"Aged	Aged, 80 and over	Carcinoma, Pancreatic Ductal	Female	Genes, ras	Humans	Male	Middle Aged	Mutation	Neoplasm Recurrence, Local	Pancreas	Pancreatic Neoplasms	Prognosis",10
17524716,Dietary patterns of adolescent girls in Hawaii over a 2-year period.,"Adolescent	Adolescent Nutritional Physiological Phenomena	Body Mass Index	Calcium, Dietary	Carbonated Beverages	Child	Cohort Studies	Diet	Diet Records	Dietary Carbohydrates	Dietary Fats	Dietary Fiber	Dietary Proteins	Dietary Sucrose	Energy Intake	Feeding Behavior	Female	Hawaii	Humans	Iron, Dietary	Nutrition Policy	Nutritional Requirements	Regression Analysis	Statistics, Nonparametric",10
24946615,[Impact of SDBS/Na+ on red soil colloidal stability].,Adsorption	Benzenesulfonates	Colloids	Ions	Particle Size	Sodium	Soil	Solutions,10
25751680,[Indications and concept of follow-up care of home-monitoring for premature and risk infants].,"Apnea	Bradycardia	Cooperative Behavior	Diagnosis, Differential	Germany	Guideline Adherence	Home Care Services, Hospital-Based	Humans	Infant, Newborn	Infant, Premature, Diseases	Interdisciplinary Communication	Monitoring, Ambulatory	Patient Discharge	Respiratory Distress Syndrome, Newborn	Risk Factors	Sudden Infant Death	Syndrome",10
8468547,Nightly increase in visual sensitivity correlated with bioluminescent flashing activity in the firefly Photuris versicolor (Coleoptera:Lampyridae).,"Animals	Beetles	Circadian Rhythm	Darkness	Electroretinography	Light	Luminescent Measurements	Male	Photic Stimulation	Vision, Ocular",10
25991048,Calpain inhibition decreases myocardial apoptosis in a swine model of chronic myocardial ischemia.,"Animals	Apoptosis	Biomarkers	Blotting, Western	Calpain	Cardiotonic Agents	Chronic Disease	Dose-Response Relationship, Drug	Glycoproteins	Heart	Hypercholesterolemia	In Situ Nick-End Labeling	Metabolic Syndrome X	Myocardial Ischemia	Myocardium	Oxidative Stress	Swine",10
563006,Western equine encephalitis with rapid onset of parkinsonism.,"Adult	Carbidopa	Encephalitis Virus, Western Equine	Encephalomyelitis, Equine	Female	Humans	Levodopa	Parkinson Disease	Trihexyphenidyl",10
19230703,Gas-phase nazarov cyclization of protonated 2-methoxy and 2-hydroxychalcone: an example of intramolecular proton-transport catalysis.,"Chalcones	Deuterium	Ethylenes	Indans	Ketones	Models, Chemical	Spectrometry, Mass, Electrospray Ionization	Tandem Mass Spectrometry	Thermodynamics",10
17436677,[Laparoscopic diagnostics of the acute bowel ischemia--first experimental experience].,Acute Disease	Animals	Fluorescein	Intestines	Ischemia	Laparoscopy	Sus scrofa	Ultraviolet Rays,10
9713567,Reduced growth hormone (GH) responsiveness to combined GH-releasing hormone and pyridostigmine administration in the Prader-Willi syndrome.,Adolescent	Adult	Child	Cholinesterase Inhibitors	Female	Growth Disorders	Growth Hormone	Growth Hormone-Releasing Hormone	Humans	Insulin-Like Growth Factor I	Male	Obesity	Prader-Willi Syndrome	Pyridostigmine Bromide,10
1582883,HTLV-I uveitis: a distinct clinical entity caused by HTLV-I.,"Adult	Aged	Amino Acid Sequence	DNA, Viral	Female	HTLV-I Infections	Human T-lymphotropic virus 1	Humans	Japan	Male	Middle Aged	Molecular Sequence Data	Polymerase Chain Reaction	Uveitis",10
9121631,Neurophysiological correlates of improvements in cognitive characteristics in monkeys during modification of NMDA-ergic structures of the prefrontal cortex.,"Animals	Cognition	Electrophysiology	Excitatory Amino Acid Agonists	Macaca mulatta	Memory, Short-Term	Microdialysis	N-Methylaspartate	Prefrontal Cortex	Visual Cortex",10
23138177,Phylogeny of microcystins: evidence of a biogeographical trend?,"Genes, Bacterial	Genetic Variation	Microcystins	Microcystis	Phylogeny	Phylogeography	Recombination, Genetic",10
10417744,Angiotensin II induces alpha3(IV) collagen expression in cultured murine proximal tubular cells.,"Angiotensin II	Angiotensin Receptor Antagonists	Animals	Basement Membrane	Blotting, Northern	Blotting, Western	Collagen	Culture Media, Serum-Free	Fibrosis	Fluorescent Antibody Technique, Indirect	Gene Expression Regulation	Kidney Tubules, Proximal	Losartan	Mice	Oligonucleotides, Antisense	Protein Conformation	Protein Isoforms	Protein Multimerization	Receptor, Angiotensin, Type 1	Receptor, Angiotensin, Type 2	Receptors, Angiotensin	Transforming Growth Factor beta",10
21885892,Step counts and energy expenditure as estimated by pedometry during treadmill walking at different stride frequencies.,"Adult	Energy Metabolism	Female	Heart Rate	Humans	Male	Monitoring, Ambulatory	Oxygen Consumption	Reproducibility of Results	Walking",10
24951788,"Wastewater irrigation increases the abundance of potentially harmful gammaproteobacteria in soils in Mezquital Valley, Mexico.","Agricultural Irrigation	Bacteria	Biota	DNA, Bacterial	DNA, Ribosomal	Drug Resistance, Bacterial	Genes, Bacterial	Mexico	Molecular Sequence Data	RNA, Ribosomal, 16S	Sequence Analysis, DNA	Soil Microbiology	Waste Water",10
23775336,Cosmetic neurology: the role of healthcare professionals.,Cognition	Cosmetic Techniques	Humans	Neurology	Nootropic Agents	Physician's Role,10
20450150,Insight into the dynamic interaction of different carbohydrates with human surfactant protein D: molecular dynamics simulations.,"Galactose	Glucose	Humans	Hydrogen Bonding	Mannose	Molecular Dynamics Simulation	Protein Binding	Protein Structure, Tertiary	Pulmonary Surfactant-Associated Protein D",10
15687259,Hic-5 regulates an epithelial program mediated by PPARgamma.,"Adipocytes	Animals	Cell Differentiation	Colonic Neoplasms	Cytoskeletal Proteins	DNA-Binding Proteins	Epithelium	Gastrointestinal Tract	Gene Expression Regulation, Developmental	LIM Domain Proteins	Mice	PPAR gamma	RNA, Small Interfering",10
1980181,Controlling gastric pH: the impact of newer agents on the critically ill patient.,"Alprostadil	Anti-Ulcer Agents	Critical Care	Gastric Acid	Histamine H2 Antagonists	Humans	Hydrogen-Ion Concentration	Misoprostol	Omeprazole	Parietal Cells, Gastric	Pirenzepine	Proglumide	Risk Factors	Somatostatin	Stomach Ulcer	Stress, Physiological",10
24009108,Chemo- and regioselective homogeneous rhodium-catalyzed hydroamidomethylation of terminal alkenes to N-alkylamides.,Aldehydes	Alkenes	Amides	Atmosphere	Carbon Monoxide	Catalysis	Hydrogen	Kinetics	Methylation	Oxidation-Reduction	Rhodium	Stereoisomerism	Substrate Specificity,10
21604831,Gambling cognition and subjective well-being as mediators between perceived stress and problem gambling: a cross-cultural study on White and Chinese problem gamblers.,"Adult	Asian Continental Ancestry Group	Australia	Behavior, Addictive	China	Cognition	Cross-Cultural Comparison	European Continental Ancestry Group	Female	Gambling	Humans	Male	Middle Aged	Models, Psychological	Personal Satisfaction	Stress, Psychological",10
3664999,Regional effects of verapamil on recovery of excitability and conduction time in experimental ischemia.,Action Potentials	Animals	Cats	Coronary Circulation	Coronary Disease	Electrophysiology	Endocardium	Female	Heart	Heart Conduction System	Male	Membrane Potentials	Pericardium	Verapamil,10
21456533,Synthesis of C-linked triazole-containing AFGP analogues and their ability to inhibit ice recrystallization.,Antifreeze Proteins	Crystallization	Ice	Molecular Structure	Stereoisomerism	Triazoles,10
20347006,A three-dimensional multi-agent-based model for the evolution of Chagas' disease.,"Animals	Cell Death	Chagas Cardiomyopathy	Chagas Disease	Computer Simulation	Fibroblasts	Fibrosis	Host-Parasite Interactions	Humans	Inflammation	Models, Biological	Models, Cardiovascular	Myocytes, Cardiac	Systems Biology	Trypanosoma cruzi",10
11818157,Adult pneumococcal vaccination: a review of physician and patient barriers.,Adult	Attitude	Humans	Knowledge	Perception	Physicians	Pneumococcal Vaccines	Treatment Refusal	Vaccination,10
12180257,"[Group A bovine rotavirus: diagnosis and antigenic characterization of strains circulating in the Argentine Republic, 1994-1999].","Animals	Antibodies, Monoclonal	Antibodies, Viral	Argentina	Cattle	Cattle Diseases	Diarrhea	Electrophoresis, Polyacrylamide Gel	Enzyme-Linked Immunosorbent Assay	Feces	Prevalence	Rotavirus	Rotavirus Infections	Viral Proteins",10
21084426,Genome-wide association study confirms BST1 and suggests a locus on 12q24 as the risk loci for Parkinson's disease in the European population.,"ADP-ribosyl Cyclase	Adult	Aged	Antigens, CD	Brain	Case-Control Studies	Chromosomes, Human, Pair 12	Chromosomes, Human, Pair 4	Europe	Female	GPI-Linked Proteins	Genetic Loci	Genetic Predisposition to Disease	Genetic Variation	Genome-Wide Association Study	Genotype	Humans	Male	Middle Aged	Parkinson Disease	Polymorphism, Single Nucleotide	Risk Factors	Transcription Factors",10
9743481,Tripartite involvement in health care clinical education.,"Faculty	Humans	Interpersonal Relations	Learning	Philosophy	Physical Therapy Modalities	Students, Health Occupations",10
18782224,Differences and similarities in the developmental status of embryo-derived stem cells and primordial germ cells revealed by global expression profiling.,"Animals	Cells, Cultured	Embryonic Stem Cells	Female	Gene Expression Profiling	Germ Cells	Male	Mice	Mice, Inbred Strains	Multivariate Analysis	Pluripotent Stem Cells	Stem Cells",10
19287306,"Administration of reduced glutathione in FOLFOX4 adjuvant treatment for colorectal cancer: effect on oxaliplatin pharmacokinetics, Pt-DNA adduct formation, and neurotoxicity.","Adenocarcinoma	Aged	Antineoplastic Combined Chemotherapy Protocols	Area Under Curve	Chemotherapy, Adjuvant	Colorectal Neoplasms	Combined Modality Therapy	DNA Adducts	Female	Fluorouracil	Glutathione	Humans	Inactivation, Metabolic	Leucovorin	Leukocytes	Male	Middle Aged	Organoplatinum Compounds	Peripheral Nervous System Diseases",10
4724586,Studies on the turnover of protein and glycoprotein components in rabbit kidney brush borders.,"Animals	Carbon Isotopes	Densitometry	Electrophoresis, Polyacrylamide Gel	Glucosamine	Glycoproteins	Kidney	Kidney Cortex	Lysine	Models, Biological	Protein Biosynthesis	Rabbits	Time Factors	Tritium",10
16790643,Hyperchloremic acidosis in the critically ill: one of the strong-ion acidoses?,Acid-Base Equilibrium	Acidosis	Bicarbonates	Chlorides	Critical Illness	Humans,10
16764915,Cocaine conditioning and sensitization: the habituation factor.,"Animals	Cocaine	Conditioning, Classical	Locomotion	Male	Rats	Rats, Sprague-Dawley",10
6919320,[Biological activity of tRNA in rat liver during cycloheximide-blocked translation].,"Animals	Cycloheximide	Kinetics	Liver	Male	Protein Biosynthesis	RNA, Transfer	RNA, Transfer, Amino Acyl	Rats",10
944133,The effect of carbon disulphide on the stereotypic effect of dopamine agonists.,Amphetamine	Animals	Apomorphine	Behavior	Carbon Disulfide	Dopamine Antagonists	Humans	Male	Rats	Stereotyped Behavior	Time Factors,10
8507659,Further characterization of an adenosine-containing modification of vaccinia virus proteins.,"Adenosine	Adenosine Diphosphate Ribose	Carbon Radioisotopes	Cells, Cultured	Chromatography, Affinity	Chromatography, High Pressure Liquid	DNA, Viral	Sulfur Radioisotopes	Tritium	Vaccinia virus	Viral Core Proteins	Virion	Virus Replication",10
16055826,Acute tryptophan depletion as a model of depressive relapse: behavioural specificity and ethical considerations.,Amino Acids	Cross-Over Studies	Depressive Disorder	Double-Blind Method	Drug Administration Schedule	Female	Humans	Informed Consent	Male	Middle Aged	Patient Education as Topic	Psychiatric Status Rating Scales	Self-Assessment	Sex Factors	Treatment Outcome	Tryptophan,10
23399922,Intrathecal lamotrigine attenuates antinociceptive morphine tolerance and suppresses spinal glial cell activation in morphine-tolerant rats.,"Analgesics	Animals	Antigens, CD11b	Astrocytes	Drug Tolerance	Immunohistochemistry	Male	Microglia	Morphine	Nerve Tissue Proteins	Neuroglia	Rats	Rats, Sprague-Dawley	Spinal Cord	Triazines",2
24629067,Glucocorticoid receptor repression mediated by BRCA1 inactivation in ovarian cancer.,"BRCA1 Protein	BRCA2 Protein	Chromosomes, Human, Pair 17	DNA Methylation	Disease Progression	Female	Gene Expression Regulation, Neoplastic	Gene Knockdown Techniques	HEK293 Cells	Humans	Ovarian Neoplasms	Promoter Regions, Genetic	Receptors, Glucocorticoid	Tumor Cells, Cultured",0
7856286,[Therapy with ACE inhibitors in chronic heart failure and limited kidney function].,"Aged	Angiotensin-Converting Enzyme Inhibitors	Aspirin	Blood Flow Velocity	Blood Pressure	Captopril	Creatinine	Drug Therapy, Combination	Enalapril	Female	Glomerular Filtration Rate	Heart Failure	Humans	Kidney Failure, Chronic	Kidney Function Tests	Lisinopril	Male	Middle Aged	Renal Circulation",10
14517794,Characterization of cereal toxicity for celiac disease patients based on protein homology in grains.,Alkaloids	Amino Acid Sequence	Avena	Celiac Disease	Cross Reactions	Edible Grain	Epitopes	Gliadin	Glutens	Humans	Molecular Sequence Data	Plant Proteins	Prolamins	Proline	Secale	T-Lymphocytes	Triticum	Tyramine,10
16884490,Functional interaction of Escherichia coli heat-labile enterotoxin with blood group A-active glycoconjugates from differentiated HT29 cells.,"ABO Blood-Group System	Bacterial Toxins	Cell Differentiation	Cyclic AMP	Enterotoxins	Escherichia coli Proteins	Glycoconjugates	HT29 Cells	Humans	Microscopy, Electron, Transmission",10
25524493,"ICECAP: an integrated, general-purpose, automation-assisted IC50/EC50 assay platform.","Automation, Laboratory	Inhibitory Concentration 50	Pharmacology",10
23618576,Ventral buccal mucosa graft urethroplasty for penile urethral strictures: a predictable failure?,"Follow-Up Studies	Humans	Male	Mouth Mucosa	Prospective Studies	Reconstructive Surgical Procedures	Risk Factors	Surgical Flaps	Treatment Failure	Treatment Outcome	Urethral Stricture	Urinary Fistula	Urodynamics	Urologic Surgical Procedures, Male",10
3932444,An enzyme immunoassay for identification and quantification of infectious murine parvovirus in cultured cells.,"Animals	Cells, Cultured	Female	Glutaral	Immunoenzyme Techniques	Mice	Mice, Inbred Strains	Minute Virus of Mice	Parvoviridae	Rabbits	Rats",10
19352656,Clinical evaluation of proximal row carpectomy revealed by follow-up for 10-29 years.,"Activities of Daily Living	Adult	Carpal Bones	Employment	Female	Follow-Up Studies	Hand Strength	Humans	Male	Middle Aged	Patient Satisfaction	Postoperative Complications	Radiography	Range of Motion, Articular	Recovery of Function	Retrospective Studies	Treatment Outcome	Wrist	Wrist Injuries	Young Adult",10
2056402,Segmental orthotopic hepatic transplantation as a means to improve patient survival and diminish waiting-list mortality.,"Adolescent	Adult	Bile Duct Diseases	Child	Child, Preschool	Constriction, Pathologic	Hepatic Artery	Humans	Infant	Infection	Liver Transplantation	Postoperative Complications	Reoperation	Survival Rate	Thrombosis	Waiting Lists",10
22497424,Incidence of sternocutaneous fistulas following open heart surgery in a nationwide cohort.,"Aged	Aged, 80 and over	Cardiac Surgical Procedures	Cohort Studies	Cutaneous Fistula	Humans	Incidence	Male	Prospective Studies	Staphylococcal Infections	Staphylococcus aureus	Sternum	Surgical Wound Infection",10
24565065,Paper patching of the tympanic membrane as a symptomatic treatment for patulous eustachian tube syndrome.,Acoustic Impedance Tests	Adult	Aged	Ear Diseases	Eustachian Tube	Female	Hearing Disorders	Humans	Male	Middle Aged	Otologic Surgical Procedures	Paper	Retrospective Studies	Syndrome	Treatment Outcome	Tympanic Membrane Perforation,10
2128082,Cost-effectiveness study of the extracorporeal shock-wave lithotriptor.,"Cost-Benefit Analysis	Humans	Lithotripsy	Recurrence	Sensitivity and Specificity	Technology Assessment, Biomedical	United States	Urinary Calculi",10
25652417,The core-independent promoter-specific binding of Bacillus subtilis óB.,"Bacillus subtilis	Bacterial Proteins	Base Sequence	DNA, Bacterial	Electrophoretic Mobility Shift Assay	Genes, Bacterial	Operon	Promoter Regions, Genetic	Protein Binding	Sigma Factor	Transcription, Genetic",10
18971773,Preservation of the integrity of the corticospinal tract in a patient with medulla infarct.,Aged	Brain Stem Infarctions	Disability Evaluation	Humans	Male	Medulla Oblongata	Paresis	Pyramidal Tracts	Radiography	Transcranial Magnetic Stimulation,10
17481706,Black agouti (ACI) rats show greater drug- and cue-induced reinstatement of methamphetamine-seeking behavior than Fischer 344 and Lewis rats.,"Amphetamine-Related Disorders	Animals	Central Nervous System Stimulants	Conditioning, Operant	Cues	Dose-Response Relationship, Drug	Extinction, Psychological	Methamphetamine	Rats	Rats, Inbred F344	Rats, Inbred Lew	Recurrence	Reinforcement Schedule	Self Administration",10
20457263,Molecular phylogeny and node time estimation of bioluminescent Lantern Sharks (Elasmobranchii: Etmopteridae).,"Animals	Bayes Theorem	Cell Nucleus	DNA, Mitochondrial	Evolution, Molecular	Fossils	Genes, RAG-1	Likelihood Functions	Models, Genetic	Phylogeny	Sequence Alignment	Sequence Analysis, DNA	Sharks",10
20150700,Effects of ion exchange resins in different mobile ion forms on semi-aerobic landfill leachate treatment.,"Aerobiosis	Anions	Cations	Color	Copper	Hydrogen-Ion Concentration	Ion Exchange Resins	Iron	Nephelometry and Turbidimetry	Particle Size	Refuse Disposal	Sodium	Waste Disposal, Fluid	Water Purification	Zinc",10
1665991,Spin labels as a probe of the molecular environment of covalently bound ligands in an hydrophobic and an hydrophilic polymer.,Acrylic Resins	Carboxylic Acids	Cyclic N-Oxides	Electron Probe Microanalysis	Electron Spin Resonance Spectroscopy	Hydrolysis	Kinetics	Ligands	Methylamines	Molecular Probes	Polymers	Spectrum Analysis	Spin Labels	Surface Properties	Thermodynamics	Water,10
9145494,Mobilizing positive reinforcement in communities to reduce youth access to tobacco.,"Adolescent	Age Factors	Child	Female	Humans	Male	Marketing of Health Services	Plants, Toxic	Reinforcement (Psychology)	Social Support	Tobacco",10
7737496,The role of ciprofloxacin in a patient with delirium due to multiple etiologies.,"Adult	Ciprofloxacin	Delirium	Diagnosis, Differential	Female	Humans	Meningitis, Bacterial	Myoclonus	Referral and Consultation",10
23219491,Reducing negative interpretations in adolescents with anxiety disorders: a preliminary study investigating the effects of a single session of cognitive bias modification training.,Adolescent	Affect	Anxiety Disorders	Child	Cognition	Cognitive Therapy	Female	Humans	Male	Social Perception	Treatment Outcome,10
21875705,Technique and outcomes of isolated limb infusion for locally advanced malignant melanoma--a radiological perspective.,"Aged	Angiography	Chemotherapy, Cancer, Regional Perfusion	Dactinomycin	Extremities	Female	Humans	Infusion Pumps	Melanoma	Melphalan	Neoplasm Staging	Postoperative Care	Preoperative Care	Prognosis	Retrospective Studies	Skin Neoplasms	Survival Analysis	Tomography, X-Ray Computed	Treatment Outcome",10
25445277,A 5'-3' terminal stem in small non-coding RNAs extends their lifetime.,"Animals	Chiroptera	HeLa Cells	Humans	Mice	Nucleic Acid Conformation	Plasmids	RNA Stability	RNA, Untranslated	Short Interspersed Nucleotide Elements",10
1318558,[The dynamic magnetic resonance study of focal liver lesions by FLASH sequences with bolus intravenous gadolinium-DTPA].,"Adult	Aged	Carcinoma, Hepatocellular	Contrast Media	Diagnosis, Differential	Female	Gadolinium	Gadolinium DTPA	Hemangioma	Humans	Hyperplasia	Liver	Liver Neoplasms	Magnetic Resonance Imaging	Male	Middle Aged	Organometallic Compounds	Pentetic Acid",10
11829109,Synthesis of some new biologically active bis-(thiadiazolotriazines) and bis-(thiadiazolotriazinyl) alkanes.,Alkanes	Anti-Infective Agents	Antifungal Agents	Dimerization	Microbial Sensitivity Tests	Spectrum Analysis	Structure-Activity Relationship	Thiadiazoles	Triazines,10
17165624,Effect of Picroliv on cadmium-induced hepatic and renal damage in the rat.,Animals	Bile	Cadmium	Calcium	Cinnamates	Glycosides	Kidney	Lipid Peroxidation	Liver	Male	Membrane Fluidity	Metallothionein	Rats	Sodium-Potassium-Exchanging ATPase	Vanillic Acid,10
4998246,Occurrence of pyruvic acid in capsular polysaccharides from various Klebsiella species.,"Amino Acids	Autoanalysis	Cell Wall	Chemical Phenomena	Chemical Precipitation	Chemistry	Chromatography, Thin Layer	Dialysis	Hydrogenation	Hydrolysis	Immunodiffusion	Keto Acids	Klebsiella	Polysaccharides, Bacterial	Pyruvates	Serotyping	Solvents	Species Specificity",10
3653300,"Adenosine deaminase activity, not diagnostic for tuberculous pleurisy.","Adenosine Deaminase	Diagnosis, Differential	Empyema	Humans	Mesothelioma	Nucleoside Deaminases	Pleural Effusion	Pleural Neoplasms	Tuberculosis, Pleural",10
14292889,ADEQUATE EXAMINATION OF THE EYE.,"Eye Diseases	Humans	Intraocular Pressure	Lacrimal Apparatus	Manometry	Ophthalmodynamometry	Ophthalmoscopy	Retinal Vessels	Tonometry, Ocular	Vision Tests	Visual Acuity	Visual Fields",10
8155961,"Confidentiality, patients and the law.",Codes of Ethics	Confidentiality	Disclosure	Humans	Nurse-Patient Relations	Physician-Patient Relations	Risk Assessment	United Kingdom,10
15964055,Dry deposition of polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/Fs) in ambient air.,"Air	Air Pollutants	Benzofurans	Chemical Precipitation	Dibenzofurans, Polychlorinated	Environmental Monitoring	Polychlorinated Dibenzodioxins	Seasons	Taiwan",10
14737727,Use of Tc99m-nanocolloid for sentinel nodes identification in cervical cancer.,"Adenocarcinoma	Carcinoma, Squamous Cell	Female	Humans	Intraoperative Care	Lymph Nodes	Lymphatic Metastasis	Pelvis	Preoperative Care	Radionuclide Imaging	Radiopharmaceuticals	Reproducibility of Results	Sensitivity and Specificity	Sentinel Lymph Node Biopsy	Technetium Tc 99m Aggregated Albumin	Uterine Cervical Neoplasms",10
10748668,[Acute poisoning with industrial products].,"Accidents, Occupational	Acute Disease	Alkanes	Alkenes	Ethylene Glycols	Female	Humans	Hydrocarbons, Acyclic	Hydrocarbons, Aromatic	Male	Poisoning	Propylene Glycol",10
1859331,Antibody to cardiolipin causing hepatic infarction in a post partum patient with systemic lupus erythematosus.,"Adult	Autoantibodies	Budd-Chiari Syndrome	Cardiolipins	Female	Humans	Infarction	Liver	Lupus Erythematosus, Systemic	Puerperal Disorders	Tomography, X-Ray Computed",10
2559907,Stimulation of the proliferation and differentiation of Leydig cell precursors after the destruction of existing Leydig cells with ethane dimethyl sulphonate (EDS) can take place in the absence of LH.,"Animals	Cell Differentiation	Chorionic Gonadotropin	Leydig Cells	Luteinizing Hormone	Male	Mesylates	Pituitary Gland	Rats	Rats, Inbred Strains	Stem Cells",10
12507355,Affect optimization and affect complexity: modes and styles of regulation in adulthood.,"Adaptation, Psychological	Adolescent	Adult	Affect	Aged	Aging	Cognition	Educational Status	Female	Humans	Male	Middle Aged	Social Class",10
20799662,[Solar phase effect on elasticity of the brachial artery and blood flow in humans].,"Adolescent	Adult	Blood Flow Velocity	Brachial Artery	Elasticity	Female	Forearm	Humans	Hyperemia	Male	Muscle, Skeletal	Solar Activity	Young Adult",10
